Timestamp,Sensor_ID,Location_Type,Temperature_C,Humidity_Pct,Wind_Speed_kmh,Precipitation_mm,Traffic_Density_Score,CO2_ppm,NO2_ppb,PM2.5,PM10,AQI_Category
2025-12-27 14:00:00,SNS-048,Roadside,30.4,48.9,1.4,1,0.41,493.7,26.1,29.3,38.9,Moderate
2025-12-27 15:00:00,SNS-022,Roadside,30.0,52.8,3.0,0,0.58,491.7,21.1,42.5,65.3,Unhealthy for Sensitive
2025-12-27 16:00:00,SNS-049,Industrial,30.5,60.1,4.7,0,0.83,569.9,44.3,62.7,98.5,Unhealthy
2025-12-27 17:00:00,SNS-028,Residential,29.7,51.6,1.6,0,0.74,501.5,43.5,35.8,53.4,Unhealthy for Sensitive
2025-12-27 18:00:00,SNS-040,Residential,29.3,56.0,0.4,0,0.91,484.6,48.7,40.2,60.3,Unhealthy for Sensitive
2025-12-27 19:00:00,SNS-013,Roadside,26.4,55.2,11.0,0,0.87,488.7,47.3,39.1,53.8,Unhealthy for Sensitive
2025-12-27 20:00:00,SNS-029,Park,27.6,55.5,1.9,0,0.47,430.1,22.8,4.8,11.9,Good
2025-12-27 21:00:00,SNS-023,Roadside,25.5,43.4,8.6,0,0.4,444.7,19.6,34.5,50.9,Moderate
2025-12-27 22:00:00,SNS-042,Residential,25.6,43.2,1.0,0,0.36,434.9,28.2,24.3,35.5,Moderate
2025-12-27 23:00:00,SNS-048,Roadside,30.8,57.2,1.3,0,0.08,455.0,5.4,40.7,63.0,Unhealthy for Sensitive
2025-12-28 00:00:00,SNS-045,Residential,30.6,48.5,1.9,1,0.04,414.6,3.1,11.8,8.9,Good
2025-12-28 01:00:00,SNS-030,Industrial,28.4,46.1,3.5,0,0.16,483.4,15.7,38.4,55.5,Unhealthy for Sensitive
2025-12-28 02:00:00,SNS-030,Industrial,25.9,50.9,10.5,0,0.11,464.2,26.6,21.9,37.2,Moderate
2025-12-28 03:00:00,SNS-041,Industrial,30.2,46.9,2.2,0,0.1,488.7,20.1,33.4,54.4,Moderate
2025-12-28 04:00:00,SNS-013,Roadside,27.8,47.9,1.6,0,0.03,443.2,15.4,26.6,34.8,Moderate
2025-12-28 05:00:00,SNS-040,Residential,32.4,47.3,4.2,0,0.42,457.0,28.5,13.1,15.9,Moderate
2025-12-28 06:00:00,SNS-013,Roadside,32.9,54.0,6.6,0,0.54,468.6,35.8,48.8,76.3,Unhealthy for Sensitive
2025-12-28 07:00:00,SNS-008,Roadside,27.1,50.6,12.8,5,0.78,458.8,46.5,20.0,33.0,Moderate
2025-12-28 08:00:00,SNS-007,Park,28.8,57.1,2.0,0,0.88,489.2,48.1,27.1,46.9,Moderate
2025-12-28 09:00:00,SNS-008,Roadside,27.6,58.3,2.2,0,1.0,547.6,55.3,61.9,91.5,Unhealthy
2025-12-28 10:00:00,SNS-015,Roadside,27.6,46.3,1.4,0,0.6,498.1,31.4,48.1,76.2,Unhealthy for Sensitive
2025-12-28 11:00:00,SNS-011,Residential,29.4,59.4,1.1,0,0.41,447.7,25.8,29.8,52.6,Moderate
2025-12-28 12:00:00,SNS-019,Industrial,29.7,56.2,2.3,0,0.32,530.0,37.8,38.3,64.5,Unhealthy for Sensitive
2025-12-28 13:00:00,SNS-037,Residential,24.8,58.8,2.2,0,0.4,433.3,37.2,26.8,43.4,Moderate
2025-12-28 14:00:00,SNS-013,Roadside,28.8,51.3,2.0,0,0.42,493.4,30.1,46.5,79.1,Unhealthy for Sensitive
2025-12-28 15:00:00,SNS-016,Roadside,27.9,51.1,5.9,1,0.49,474.7,26.7,20.6,35.2,Moderate
2025-12-28 16:00:00,SNS-028,Residential,29.0,50.0,7.9,1,0.95,461.1,48.2,14.1,22.5,Moderate
2025-12-28 17:00:00,SNS-024,Park,29.2,46.9,3.2,0,0.9,482.5,63.1,22.4,38.6,Moderate
2025-12-28 18:00:00,SNS-020,Roadside,29.8,51.8,1.0,0,0.73,524.1,45.0,53.5,75.5,Unhealthy for Sensitive
2025-12-28 19:00:00,SNS-047,Park,28.9,54.0,6.6,0,0.89,459.0,47.0,16.4,21.0,Moderate
2025-12-28 20:00:00,SNS-032,Roadside,28.1,39.3,3.0,0,0.37,461.2,28.7,40.1,55.1,Unhealthy for Sensitive
2025-12-28 21:00:00,SNS-002,Industrial,29.2,50.5,8.1,0,0.36,512.9,23.9,30.6,39.1,Moderate
2025-12-28 22:00:00,SNS-034,Residential,30.1,48.1,3.7,0,0.34,428.2,20.1,18.3,24.4,Moderate
2025-12-28 23:00:00,SNS-004,Park,29.5,58.8,2.9,0,0.12,408.2,20.5,2.8,5.0,Good
2025-12-29 00:00:00,SNS-007,Park,33.3,52.3,0.9,0,0.1,393.1,24.4,13.7,16.5,Moderate
2025-12-29 01:00:00,SNS-021,Industrial,27.2,61.2,2.8,0,0.06,479.0,4.9,35.2,59.0,Unhealthy for Sensitive
2025-12-29 02:00:00,SNS-003,Park,30.3,48.3,5.6,0,0.04,381.2,14.5,2.0,5.0,Good
2025-12-29 03:00:00,SNS-031,Park,30.0,53.4,3.4,0,0.09,387.6,13.4,2.0,5.0,Good
2025-12-29 04:00:00,SNS-047,Park,28.8,60.9,2.5,0,0.19,405.4,12.7,4.8,10.0,Good
2025-12-29 05:00:00,SNS-047,Park,29.2,47.3,4.0,0,0.53,424.5,30.6,14.2,17.9,Moderate
2025-12-29 06:00:00,SNS-025,Industrial,29.6,56.4,1.5,0,0.45,539.0,34.5,59.4,80.8,Unhealthy
2025-12-29 07:00:00,SNS-004,Park,32.1,52.3,2.8,1,0.8,472.6,32.9,16.6,27.0,Moderate
2025-12-29 08:00:00,SNS-019,Industrial,28.5,48.3,1.0,0,0.75,558.6,40.1,65.3,100.4,Unhealthy
2025-12-29 09:00:00,SNS-015,Roadside,31.1,45.3,2.0,0,0.71,493.0,40.9,50.3,78.2,Unhealthy for Sensitive
2025-12-29 10:00:00,SNS-002,Industrial,28.5,47.6,2.8,10,0.33,513.4,31.7,30.0,41.5,Moderate
2025-12-29 11:00:00,SNS-037,Residential,27.1,55.2,3.2,1,0.59,447.1,32.4,18.8,32.9,Moderate
2025-12-29 12:00:00,SNS-014,Roadside,33.0,42.5,0.8,0,0.45,484.2,27.9,41.2,65.9,Unhealthy for Sensitive
2025-12-29 13:00:00,SNS-008,Roadside,29.2,49.7,3.0,0,0.44,468.9,36.2,51.1,71.8,Unhealthy for Sensitive
2025-12-29 14:00:00,SNS-038,Roadside,29.0,52.9,4.4,0,0.44,478.8,19.9,41.4,57.2,Unhealthy for Sensitive
2025-12-29 15:00:00,SNS-008,Roadside,29.0,51.0,13.6,0,0.6,451.0,36.7,27.3,34.8,Moderate
2025-12-29 16:00:00,SNS-008,Roadside,25.3,52.2,3.6,1,0.95,516.6,46.1,37.3,51.1,Unhealthy for Sensitive
2025-12-29 17:00:00,SNS-029,Park,30.8,52.1,13.5,0,0.76,423.7,40.8,6.8,11.8,Good
2025-12-29 18:00:00,SNS-030,Industrial,29.5,53.2,4.4,1,0.74,545.5,40.0,26.6,24.0,Moderate
2025-12-29 19:00:00,SNS-036,Industrial,28.6,49.7,6.0,0,0.7,539.8,40.1,53.6,70.9,Unhealthy for Sensitive
2025-12-29 20:00:00,SNS-002,Industrial,29.8,46.3,1.8,0,0.51,537.5,14.7,50.9,81.1,Unhealthy for Sensitive
2025-12-29 21:00:00,SNS-047,Park,26.3,45.5,2.2,0,0.32,425.4,22.3,5.1,12.2,Good
2025-12-29 22:00:00,SNS-044,Residential,27.4,42.2,5.4,0,0.52,424.3,29.1,19.5,26.5,Moderate
2025-12-29 23:00:00,SNS-041,Industrial,31.0,50.7,4.2,10,0.06,480.0,13.9,18.1,36.1,Moderate
2025-12-30 00:00:00,SNS-006,Industrial,26.5,62.2,2.6,0,0.07,498.6,11.4,40.2,53.5,Unhealthy for Sensitive
2025-12-30 01:00:00,SNS-026,Industrial,27.1,52.1,6.7,0,0.03,487.5,6.1,27.9,45.3,Moderate
2025-12-30 02:00:00,SNS-043,Industrial,27.9,50.5,8.6,0,0.07,465.4,12.9,22.3,32.1,Moderate
2025-12-30 03:00:00,SNS-005,Industrial,30.8,51.9,3.9,0,0.12,496.5,17.4,41.2,65.6,Unhealthy for Sensitive
2025-12-30 04:00:00,SNS-038,Roadside,27.2,49.5,4.7,0,0.02,432.2,9.8,20.7,33.7,Moderate
2025-12-30 05:00:00,SNS-032,Roadside,28.7,50.5,2.3,0,0.35,472.3,25.6,44.8,72.1,Unhealthy for Sensitive
2025-12-30 06:00:00,SNS-029,Park,32.5,47.9,4.7,0,0.52,431.3,26.5,19.2,34.8,Moderate
2025-12-30 07:00:00,SNS-034,Residential,28.3,66.8,2.0,0,0.72,475.4,42.5,35.8,58.3,Unhealthy for Sensitive
2025-12-30 08:00:00,SNS-032,Roadside,28.2,46.5,1.9,0,0.72,522.8,39.3,54.9,76.8,Unhealthy for Sensitive
2025-12-30 09:00:00,SNS-025,Industrial,29.9,51.0,2.5,0,0.77,558.7,39.8,56.5,81.3,Unhealthy
2025-12-30 10:00:00,SNS-034,Residential,26.6,44.3,7.0,0,0.58,424.4,35.7,23.8,39.3,Moderate
2025-12-30 11:00:00,SNS-009,Park,29.4,49.3,1.4,0,0.57,450.5,36.4,16.6,27.8,Moderate
2025-12-30 12:00:00,SNS-007,Park,30.0,45.6,3.8,0,0.43,434.7,29.1,2.9,7.9,Good
2025-12-30 13:00:00,SNS-050,Industrial,26.7,58.8,1.4,0,0.5,539.4,34.4,57.1,84.1,Unhealthy
2025-12-30 14:00:00,SNS-005,Industrial,26.6,50.8,3.0,0,0.32,506.0,22.1,42.2,62.1,Unhealthy for Sensitive
2025-12-30 15:00:00,SNS-046,Roadside,31.3,44.2,6.6,0,0.6,484.7,39.9,38.3,51.7,Unhealthy for Sensitive
2025-12-30 16:00:00,SNS-034,Residential,29.7,50.8,1.2,0,0.99,506.4,52.8,39.2,56.7,Unhealthy for Sensitive
2025-12-30 17:00:00,SNS-015,Roadside,29.2,53.0,0.3,0,0.77,505.5,44.7,55.7,77.2,Unhealthy
2025-12-30 18:00:00,SNS-027,Residential,28.8,61.8,3.7,0,0.78,481.9,41.4,30.5,45.0,Moderate
2025-12-30 19:00:00,SNS-042,Residential,30.0,48.6,3.3,0,0.85,489.3,49.3,39.6,62.2,Unhealthy for Sensitive
2025-12-30 20:00:00,SNS-022,Roadside,25.2,55.2,6.0,0,0.3,465.9,27.9,39.9,60.8,Unhealthy for Sensitive
2025-12-30 21:00:00,SNS-033,Roadside,25.8,51.2,2.3,0,0.47,477.6,29.3,45.0,75.4,Unhealthy for Sensitive
2025-12-30 22:00:00,SNS-010,Roadside,29.7,58.5,2.9,0,0.42,482.0,29.6,49.1,74.2,Unhealthy for Sensitive
2025-12-30 23:00:00,SNS-034,Residential,28.9,52.4,2.3,0,0.17,413.8,9.8,16.3,23.5,Moderate
2025-12-31 00:00:00,SNS-014,Roadside,30.1,51.4,2.8,0,0.02,446.2,9.9,37.6,57.3,Unhealthy for Sensitive
2025-12-31 01:00:00,SNS-007,Park,30.4,48.7,3.1,0,0.17,412.2,16.6,5.5,5.0,Good
2025-12-31 02:00:00,SNS-025,Industrial,31.6,57.1,0.3,0,0.0,505.1,5.9,46.2,71.5,Unhealthy for Sensitive
2025-12-31 03:00:00,SNS-045,Residential,30.1,54.1,5.9,0,0.13,380.0,15.4,2.0,10.3,Good
2025-12-31 04:00:00,SNS-024,Park,28.8,39.9,5.3,0,0.04,380.0,6.3,2.0,8.3,Good
2025-12-31 05:00:00,SNS-031,Park,29.5,52.0,3.6,1,0.39,431.5,21.2,8.0,6.2,Good
2025-12-31 06:00:00,SNS-004,Park,27.8,57.0,4.8,0,0.39,404.8,27.0,4.7,21.1,Good
2025-12-31 07:00:00,SNS-038,Roadside,26.4,51.1,1.0,0,0.96,559.4,47.0,58.7,87.0,Unhealthy
2025-12-31 08:00:00,SNS-009,Park,27.7,58.3,0.6,0,0.81,472.8,40.7,31.5,57.7,Moderate
2025-12-31 09:00:00,SNS-048,Roadside,30.8,52.3,4.2,0,0.92,524.7,51.4,56.7,87.7,Unhealthy
2025-12-31 10:00:00,SNS-050,Industrial,27.7,47.3,5.0,0,0.54,524.8,41.4,55.7,82.0,Unhealthy
2025-12-31 11:00:00,SNS-001,Roadside,29.8,48.5,6.3,0,0.31,446.1,20.5,33.0,53.8,Moderate
2025-12-31 12:00:00,SNS-038,Roadside,28.9,50.0,3.8,0,0.54,479.5,31.5,43.7,66.2,Unhealthy for Sensitive
2025-12-31 13:00:00,SNS-031,Park,28.5,52.6,2.3,0,0.53,440.2,33.5,14.3,17.7,Moderate
2025-12-31 14:00:00,SNS-034,Residential,28.4,50.1,6.8,0,0.53,430.3,28.8,14.0,20.9,Moderate
2025-12-31 15:00:00,SNS-022,Roadside,28.4,49.8,2.2,0,0.44,480.6,27.1,44.3,69.7,Unhealthy for Sensitive
2025-12-31 16:00:00,SNS-005,Industrial,28.3,44.0,6.1,0,0.84,556.4,49.4,58.2,89.7,Unhealthy
2025-12-31 17:00:00,SNS-023,Roadside,29.3,50.2,7.3,0,0.81,474.7,46.6,36.4,51.4,Unhealthy for Sensitive
2025-12-31 18:00:00,SNS-006,Industrial,25.9,49.3,10.8,1,0.79,520.2,43.4,19.8,27.8,Moderate
2025-12-31 19:00:00,SNS-035,Roadside,30.8,54.5,2.9,0,0.92,533.4,42.3,59.9,86.9,Unhealthy
2025-12-31 20:00:00,SNS-005,Industrial,27.9,52.5,6.2,0,0.57,534.8,38.4,38.3,59.9,Unhealthy for Sensitive
2025-12-31 21:00:00,SNS-050,Industrial,30.6,53.3,1.2,0,0.36,541.2,29.2,41.6,67.9,Unhealthy for Sensitive
2025-12-31 22:00:00,SNS-010,Roadside,28.1,53.7,4.9,5,0.51,492.1,35.9,26.8,41.7,Moderate
2025-12-31 23:00:00,SNS-033,Roadside,28.9,45.7,2.7,10,0.01,436.7,20.9,19.1,30.6,Moderate
2026-01-01 00:00:00,SNS-008,Roadside,28.7,45.4,3.8,0,0.03,419.6,14.9,36.9,63.7,Unhealthy for Sensitive
2026-01-01 01:00:00,SNS-041,Industrial,29.4,52.9,4.3,10,0.02,477.2,11.5,14.1,14.5,Moderate
2026-01-01 02:00:00,SNS-016,Roadside,27.6,48.7,14.0,0,0.09,408.2,19.3,11.1,18.2,Good
2026-01-01 03:00:00,SNS-040,Residential,24.6,53.7,2.2,0,0.15,424.3,14.3,14.0,15.9,Moderate
2026-01-01 04:00:00,SNS-046,Roadside,30.0,52.3,4.9,0,0.01,432.1,3.4,14.3,19.4,Moderate
2026-01-01 05:00:00,SNS-026,Industrial,27.6,51.4,1.7,0,0.37,502.9,16.4,50.6,76.1,Unhealthy for Sensitive
2026-01-01 06:00:00,SNS-024,Park,29.0,48.3,3.1,0,0.45,425.3,25.4,12.1,23.2,Moderate
2026-01-01 07:00:00,SNS-030,Industrial,33.0,49.6,4.5,0,0.93,582.6,43.4,59.0,83.4,Unhealthy
2026-01-01 08:00:00,SNS-010,Roadside,30.0,53.4,9.1,0,0.85,510.6,39.9,40.6,57.3,Unhealthy for Sensitive
2026-01-01 09:00:00,SNS-041,Industrial,27.6,54.3,3.9,0,0.97,615.8,53.3,55.5,77.7,Unhealthy
2026-01-01 10:00:00,SNS-008,Roadside,29.5,53.8,2.2,0,0.48,481.7,39.4,43.2,66.0,Unhealthy for Sensitive
2026-01-01 11:00:00,SNS-024,Park,33.5,49.1,4.9,0,0.54,429.6,32.2,11.7,21.0,Good
2026-01-01 12:00:00,SNS-048,Roadside,27.2,49.4,4.0,0,0.35,471.2,24.6,35.8,51.7,Unhealthy for Sensitive
2026-01-01 13:00:00,SNS-027,Residential,26.8,47.5,0.8,0,0.56,448.8,31.0,25.6,41.0,Moderate
2026-01-01 14:00:00,SNS-046,Roadside,26.8,57.0,2.2,0,0.48,466.1,32.9,45.3,71.9,Unhealthy for Sensitive
2026-01-01 15:00:00,SNS-001,Roadside,30.6,44.9,0.5,0,0.3,480.8,18.6,36.1,46.3,Unhealthy for Sensitive
2026-01-01 16:00:00,SNS-010,Roadside,32.3,51.4,1.9,0,0.76,508.1,48.5,52.7,90.5,Unhealthy for Sensitive
2026-01-01 17:00:00,SNS-012,Park,29.7,56.1,3.8,0,0.77,450.0,40.3,19.9,28.7,Moderate
2026-01-01 18:00:00,SNS-033,Roadside,29.2,48.3,4.9,0,0.86,503.0,52.3,57.6,89.4,Unhealthy
2026-01-01 19:00:00,SNS-040,Residential,23.9,55.0,5.4,0,0.73,448.1,40.3,31.0,40.5,Moderate
2026-01-01 20:00:00,SNS-038,Roadside,30.4,56.5,5.7,0,0.52,462.1,36.2,39.1,55.2,Unhealthy for Sensitive
2026-01-01 21:00:00,SNS-022,Roadside,28.9,60.2,4.2,0,0.39,468.4,17.6,42.1,64.1,Unhealthy for Sensitive
2026-01-01 22:00:00,SNS-026,Industrial,27.7,54.5,9.5,0,0.47,489.0,34.7,25.3,44.3,Moderate
2026-01-01 23:00:00,SNS-008,Roadside,27.2,47.4,7.7,0,0.11,441.1,17.8,12.7,16.9,Moderate
2026-01-02 00:00:00,SNS-045,Residential,29.2,49.0,6.5,0,0.04,380.0,20.1,5.2,5.0,Good
2026-01-02 01:00:00,SNS-005,Industrial,28.4,49.1,1.8,0,0.13,522.5,19.7,38.4,58.0,Unhealthy for Sensitive
2026-01-02 02:00:00,SNS-007,Park,30.4,48.6,2.9,0,0.01,380.0,12.7,2.0,6.9,Good
2026-01-02 03:00:00,SNS-044,Residential,22.7,51.3,2.5,10,0.12,416.1,13.3,2.5,5.6,Good
2026-01-02 04:00:00,SNS-010,Roadside,29.6,45.2,3.8,0,0.06,450.7,6.6,30.5,44.9,Moderate
2026-01-02 05:00:00,SNS-031,Park,29.5,45.8,1.5,0,0.58,444.4,35.6,18.3,32.9,Moderate
2026-01-02 06:00:00,SNS-015,Roadside,26.0,60.0,3.4,0,0.37,468.9,25.4,41.3,73.5,Unhealthy for Sensitive
2026-01-02 07:00:00,SNS-047,Park,31.2,48.6,1.2,0,0.89,481.2,52.0,28.7,51.5,Moderate
2026-01-02 08:00:00,SNS-029,Park,27.6,44.9,2.7,0,0.81,460.3,52.0,20.3,35.2,Moderate
2026-01-02 09:00:00,SNS-022,Roadside,29.2,48.5,4.3,0,0.88,525.8,46.2,49.3,77.0,Unhealthy for Sensitive
2026-01-02 10:00:00,SNS-034,Residential,28.7,42.9,3.9,0,0.59,440.8,32.5,31.7,46.2,Moderate
2026-01-02 11:00:00,SNS-029,Park,30.9,60.0,3.0,5,0.4,421.6,25.4,7.2,5.0,Good
2026-01-02 12:00:00,SNS-032,Roadside,32.2,54.6,1.0,1,0.5,501.1,33.0,30.3,38.9,Moderate
2026-01-02 13:00:00,SNS-044,Residential,27.2,52.6,2.6,0,0.32,426.4,21.4,26.7,43.8,Moderate
2026-01-02 14:00:00,SNS-005,Industrial,27.9,52.9,5.1,0,0.39,512.3,30.5,39.1,67.2,Unhealthy for Sensitive
2026-01-02 15:00:00,SNS-024,Park,30.3,59.0,0.6,5,0.35,430.7,26.6,9.3,16.8,Good
2026-01-02 16:00:00,SNS-042,Residential,27.9,51.3,3.1,0,0.75,460.7,44.0,33.8,39.2,Moderate
2026-01-02 17:00:00,SNS-018,Residential,30.1,62.4,5.0,0,0.76,472.3,37.5,18.5,28.5,Moderate
2026-01-02 18:00:00,SNS-047,Park,28.6,62.9,4.4,0,0.81,475.8,41.9,22.3,46.1,Moderate
2026-01-02 19:00:00,SNS-033,Roadside,32.8,47.3,1.6,0,0.81,513.8,41.4,54.8,79.5,Unhealthy for Sensitive
2026-01-02 20:00:00,SNS-005,Industrial,26.8,53.5,6.6,0,0.31,496.4,21.1,35.5,55.0,Unhealthy for Sensitive
2026-01-02 21:00:00,SNS-018,Residential,28.7,50.5,5.6,0,0.49,431.7,39.8,15.3,25.0,Moderate
2026-01-02 22:00:00,SNS-047,Park,27.6,50.4,2.0,0,0.53,436.3,28.7,3.3,9.3,Good
2026-01-02 23:00:00,SNS-031,Park,29.6,54.5,11.1,1,0.04,380.0,16.4,2.0,5.0,Good
2026-01-03 00:00:00,SNS-007,Park,31.9,44.7,2.0,0,0.14,406.5,19.4,2.0,5.0,Good
2026-01-03 01:00:00,SNS-009,Park,31.4,54.3,3.6,0,0.19,401.5,13.1,8.3,11.9,Good
2026-01-03 02:00:00,SNS-044,Residential,33.0,47.3,1.2,0,0.2,435.2,17.1,16.8,22.2,Moderate
2026-01-03 03:00:00,SNS-035,Roadside,28.6,50.6,1.8,0,0.1,439.7,10.1,31.0,48.6,Moderate
2026-01-03 04:00:00,SNS-001,Roadside,31.3,47.9,1.2,0,0.05,455.1,18.5,35.6,53.9,Unhealthy for Sensitive
2026-01-03 05:00:00,SNS-047,Park,30.3,52.2,0.1,0,0.41,423.5,34.8,12.8,24.8,Moderate
2026-01-03 06:00:00,SNS-020,Roadside,31.1,46.1,1.0,0,0.59,510.2,34.6,60.6,106.1,Unhealthy
2026-01-03 07:00:00,SNS-038,Roadside,27.9,47.8,1.3,0,0.99,534.5,53.4,65.9,102.7,Unhealthy
2026-01-03 08:00:00,SNS-031,Park,28.4,42.2,5.0,0,0.76,451.0,37.7,19.6,21.5,Moderate
2026-01-03 09:00:00,SNS-015,Roadside,31.2,49.1,6.0,5,0.88,496.9,40.6,27.0,41.8,Moderate
2026-01-03 10:00:00,SNS-033,Roadside,29.4,55.4,2.1,0,0.49,492.3,38.1,38.3,51.0,Unhealthy for Sensitive
2026-01-03 11:00:00,SNS-032,Roadside,29.9,56.2,2.8,0,0.45,473.7,31.6,38.1,58.9,Unhealthy for Sensitive
2026-01-03 12:00:00,SNS-047,Park,30.3,42.6,3.3,0,0.32,420.0,17.5,12.3,27.5,Moderate
2026-01-03 13:00:00,SNS-029,Park,30.5,46.6,3.4,0,0.34,409.0,24.3,11.7,13.0,Good
2026-01-03 14:00:00,SNS-009,Park,26.0,54.0,2.5,0,0.54,442.8,35.9,11.7,20.7,Good
2026-01-03 15:00:00,SNS-042,Residential,28.7,58.0,0.2,0,0.55,458.5,34.2,29.3,47.3,Moderate
2026-01-03 16:00:00,SNS-019,Industrial,27.6,49.7,7.1,0,0.98,561.4,49.4,64.7,94.8,Unhealthy
2026-01-03 17:00:00,SNS-042,Residential,28.0,55.9,2.0,0,0.7,483.9,40.8,29.8,45.6,Moderate
2026-01-03 18:00:00,SNS-001,Roadside,30.5,48.3,4.0,0,0.96,534.8,51.8,49.9,73.4,Unhealthy for Sensitive
2026-01-03 19:00:00,SNS-039,Park,31.9,41.2,2.6,0,0.73,463.9,44.8,20.1,29.3,Moderate
2026-01-03 20:00:00,SNS-038,Roadside,28.2,48.3,3.3,0,0.34,481.1,13.5,39.9,59.2,Unhealthy for Sensitive
2026-01-03 21:00:00,SNS-040,Residential,31.4,46.0,3.0,0,0.31,418.6,21.6,13.9,21.8,Moderate
2026-01-03 22:00:00,SNS-050,Industrial,26.8,56.5,4.9,1,0.51,523.8,29.1,25.4,34.1,Moderate
2026-01-03 23:00:00,SNS-028,Residential,28.8,52.7,5.6,0,0.13,401.4,9.7,11.9,17.9,Good
2026-01-04 00:00:00,SNS-040,Residential,31.2,46.7,2.5,0,0.06,421.1,7.9,17.3,24.5,Moderate
2026-01-04 01:00:00,SNS-048,Roadside,32.9,46.9,3.7,0,0.01,443.6,12.5,25.2,26.6,Moderate
2026-01-04 02:00:00,SNS-044,Residential,27.3,55.7,1.5,0,0.01,406.7,13.1,17.5,36.3,Moderate
2026-01-04 03:00:00,SNS-020,Roadside,27.9,49.8,2.9,0,0.07,438.9,11.6,33.9,47.7,Moderate
2026-01-04 04:00:00,SNS-047,Park,29.6,48.7,4.8,0,0.07,389.5,16.0,2.0,5.0,Good
2026-01-04 05:00:00,SNS-006,Industrial,33.8,48.6,2.8,5,0.36,557.2,24.4,24.4,39.3,Moderate
2026-01-04 06:00:00,SNS-041,Industrial,30.2,57.6,0.4,0,0.44,529.1,24.6,55.3,82.1,Unhealthy
2026-01-04 07:00:00,SNS-023,Roadside,27.6,49.8,7.1,0,0.76,488.3,33.8,51.4,75.9,Unhealthy for Sensitive
2026-01-04 08:00:00,SNS-001,Roadside,27.6,41.2,2.6,0,0.76,502.1,38.0,57.2,85.2,Unhealthy
2026-01-04 09:00:00,SNS-047,Park,34.5,54.7,5.3,0,0.85,461.7,40.1,23.7,34.3,Moderate
2026-01-04 10:00:00,SNS-020,Roadside,28.4,59.1,0.6,0,0.34,469.7,24.4,49.1,74.2,Unhealthy for Sensitive
2026-01-04 11:00:00,SNS-010,Roadside,26.8,44.4,12.8,0,0.51,443.7,25.6,35.7,64.7,Unhealthy for Sensitive
2026-01-04 12:00:00,SNS-001,Roadside,27.5,56.9,4.2,0,0.42,463.0,34.0,35.8,53.0,Unhealthy for Sensitive
2026-01-04 13:00:00,SNS-010,Roadside,29.8,54.7,2.7,0,0.33,475.5,25.6,46.1,66.2,Unhealthy for Sensitive
2026-01-04 14:00:00,SNS-032,Roadside,33.8,52.8,6.1,0,0.57,463.1,36.4,42.8,63.3,Unhealthy for Sensitive
2026-01-04 15:00:00,SNS-002,Industrial,30.3,48.4,6.1,1,0.46,512.9,32.7,25.1,43.8,Moderate
2026-01-04 16:00:00,SNS-044,Residential,29.2,44.8,7.4,0,0.72,428.2,47.3,29.4,47.3,Moderate
2026-01-04 17:00:00,SNS-001,Roadside,31.8,50.5,7.5,1,0.98,513.5,44.0,22.7,29.1,Moderate
2026-01-04 18:00:00,SNS-009,Park,28.3,53.3,6.2,0,0.72,439.3,38.6,13.7,33.2,Moderate
2026-01-04 19:00:00,SNS-027,Residential,29.7,57.7,3.9,0,0.93,482.2,46.8,39.5,62.4,Unhealthy for Sensitive
2026-01-04 20:00:00,SNS-034,Residential,27.3,53.5,2.0,0,0.37,445.7,23.6,18.8,33.8,Moderate
2026-01-04 21:00:00,SNS-015,Roadside,25.1,52.0,4.6,0,0.59,495.6,35.0,51.9,77.4,Unhealthy for Sensitive
2026-01-04 22:00:00,SNS-035,Roadside,28.1,57.6,6.7,0,0.43,445.3,30.7,39.9,58.5,Unhealthy for Sensitive
2026-01-04 23:00:00,SNS-016,Roadside,33.3,47.5,6.3,0,0.14,458.8,8.9,32.5,37.4,Moderate
2026-01-05 00:00:00,SNS-047,Park,24.0,41.8,1.2,0,0.13,383.8,23.0,12.2,19.4,Moderate
2026-01-05 01:00:00,SNS-017,Roadside,35.1,46.6,2.0,0,0.14,474.0,17.0,22.6,38.5,Moderate
2026-01-05 02:00:00,SNS-050,Industrial,31.4,45.3,2.4,0,0.15,514.0,11.7,38.7,49.3,Unhealthy for Sensitive
2026-01-05 03:00:00,SNS-005,Industrial,26.4,50.6,3.2,0,0.1,506.5,19.0,42.4,61.4,Unhealthy for Sensitive
2026-01-05 04:00:00,SNS-033,Roadside,30.0,46.4,9.5,0,0.0,394.3,19.3,11.7,13.6,Good
2026-01-05 05:00:00,SNS-050,Industrial,29.9,52.9,0.6,0,0.55,554.6,33.4,58.7,90.0,Unhealthy
2026-01-05 06:00:00,SNS-015,Roadside,28.7,57.1,2.6,0,0.53,476.2,33.8,44.5,69.7,Unhealthy for Sensitive
2026-01-05 07:00:00,SNS-003,Park,27.8,50.8,9.6,0,0.93,439.5,43.6,12.6,19.5,Moderate
2026-01-05 08:00:00,SNS-010,Roadside,30.7,47.6,4.9,0,0.94,509.9,48.2,54.5,80.7,Unhealthy for Sensitive
2026-01-05 09:00:00,SNS-040,Residential,33.2,46.4,2.9,1,0.71,478.6,39.4,16.5,17.5,Moderate
2026-01-05 10:00:00,SNS-006,Industrial,30.9,50.0,1.1,0,0.52,539.8,37.1,56.8,79.7,Unhealthy
