,,,sensor_id,sensor_id,location_type,location_type,temperature_c,temperature_c,humidity_pct,humidity_pct,wind_speed_kmh,wind_speed_kmh,precipitation_mm,precipitation_mm,traffic_density_score,traffic_density_score,co2_ppm,co2_ppm,no2_ppb,no2_ppb,pm2.5,pm2.5,pm10,pm10,aqi_category,aqi_category
SNS-024,Park,2025-09-28,SNS-024,SNS-024,Park,Park,18.7,25.2,55.4,67.4,2.9,8.6,0.0,0.0,0.0,0.32,380.0,415.4,0.1,28.8,2.0,2.7,5.0,5.0,Good,Good
SNS-024,Park,2025-10-03,SNS-024,SNS-024,Park,Park,20.9,20.9,65.8,65.8,1.3,1.3,0.0,0.0,0.09,0.09,402.6,402.6,11.0,11.0,2.0,2.0,5.0,5.0,Good,Good
SNS-024,Park,2025-10-08,SNS-024,SNS-024,Park,Park,20.8,24.0,64.2,70.8,1.7,14.1,0.0,0.0,0.06,0.87,380.0,434.4,9.2,54.1,2.0,18.2,5.0,28.4,Good,Moderate
SNS-024,Park,2025-10-13,SNS-024,SNS-024,Park,Park,23.1,23.1,63.1,63.1,8.6,8.6,0.0,0.0,0.16,0.16,380.0,380.0,18.3,18.3,2.0,2.0,6.0,6.0,Good,Good
SNS-024,Park,2025-10-18,SNS-024,SNS-024,Park,Park,21.8,23.0,57.3,67.5,4.2,6.4,0.0,0.0,0.31,0.94,395.6,463.0,17.5,42.7,4.7,20.6,5.0,34.5,Good,Moderate
SNS-024,Park,2025-10-23,SNS-024,SNS-024,Park,Park,23.9,25.2,57.0,59.3,0.4,4.1,0.0,5.0,0.37,0.93,415.9,473.3,30.6,49.9,8.9,35.6,13.3,55.5,Good,Unhealthy for Sensitive
SNS-024,Park,2025-10-28,SNS-024,SNS-024,Park,Park,24.7,27.4,58.5,70.2,0.8,5.1,0.0,10.0,0.4,0.44,413.3,439.5,22.4,28.5,2.0,17.3,9.4,34.7,Good,Moderate
SNS-024,Park,2025-11-02,SNS-024,SNS-024,Park,Park,22.3,22.3,56.0,56.0,3.5,3.5,0.0,0.0,0.56,0.56,440.8,440.8,35.0,35.0,20.5,20.5,30.5,30.5,Moderate,Moderate
SNS-024,Park,2025-11-07,SNS-024,SNS-024,Park,Park,25.3,27.5,53.3,61.8,2.0,5.4,0.0,0.0,0.03,0.83,385.0,473.9,18.7,50.3,2.0,31.0,5.0,40.9,Good,Moderate
SNS-024,Park,2025-11-12,SNS-024,SNS-024,Park,Park,25.5,27.8,61.0,66.3,1.1,8.4,0.0,0.0,0.39,0.73,425.6,435.5,22.8,40.4,5.4,27.7,5.0,40.7,Good,Moderate
SNS-024,Park,2025-11-17,SNS-024,SNS-024,Park,Park,24.8,25.8,62.9,68.3,3.1,6.1,0.0,0.0,0.37,0.76,415.9,472.2,21.3,47.4,8.3,15.9,10.1,33.4,Good,Moderate
SNS-024,Park,2025-11-22,SNS-024,SNS-024,Park,Park,23.8,23.8,56.9,56.9,3.5,3.5,0.0,0.0,0.16,0.16,410.8,410.8,27.2,27.2,2.0,2.0,9.0,9.0,Good,Good
SNS-024,Park,2025-11-27,SNS-024,SNS-024,Park,Park,24.0,26.9,52.9,70.2,1.0,1.8,0.0,0.0,0.01,0.87,391.6,454.5,11.5,48.3,2.7,28.5,5.0,49.2,Good,Moderate
SNS-024,Park,2025-12-02,SNS-024,SNS-024,Park,Park,29.1,29.1,59.6,59.6,2.2,2.2,0.0,0.0,0.38,0.38,434.4,434.4,19.2,19.2,19.6,19.6,33.7,33.7,Moderate,Moderate
SNS-024,Park,2025-12-07,SNS-024,SNS-024,Park,Park,30.2,30.2,49.8,49.8,6.1,6.1,0.0,0.0,0.39,0.39,416.2,416.2,23.4,23.4,2.0,2.0,7.2,7.2,Good,Good
SNS-024,Park,2025-12-12,SNS-024,SNS-024,Park,Park,26.8,30.6,49.8,59.8,1.6,3.8,0.0,0.0,0.07,0.77,388.3,469.3,10.4,51.0,2.0,31.1,6.4,41.7,Good,Moderate
SNS-024,Park,2025-12-17,SNS-024,SNS-024,Park,Park,25.7,30.1,50.4,57.1,0.7,9.4,0.0,0.0,0.31,0.76,423.7,432.2,21.5,39.1,8.2,21.2,13.7,21.9,Good,Moderate
SNS-024,Park,2025-12-22,SNS-024,SNS-024,Park,Park,32.1,32.1,62.3,62.3,19.4,19.4,0.0,0.0,0.84,0.84,380.0,380.0,35.8,35.8,2.0,2.0,5.0,5.0,Good,Good
SNS-024,Park,2025-12-27,SNS-024,SNS-024,Park,Park,28.8,29.2,39.9,46.9,3.2,5.3,0.0,0.0,0.04,0.9,380.0,482.5,6.3,63.1,2.0,22.4,8.3,38.6,Good,Moderate
SNS-024,Park,2026-01-01,SNS-024,SNS-024,Park,Park,28.6,33.5,48.3,59.0,0.6,4.9,0.0,5.0,0.35,0.54,413.0,430.7,25.4,32.2,9.3,12.1,5.0,23.2,Good,Moderate
SNS-024,Park,2026-01-06,SNS-024,SNS-024,Park,Park,25.9,32.2,38.0,58.3,0.5,9.0,0.0,0.0,0.09,0.88,380.0,481.5,10.1,54.2,2.0,32.6,5.0,45.6,Good,Moderate
SNS-024,Park,2026-01-11,SNS-024,SNS-024,Park,Park,30.6,30.6,50.3,50.3,9.2,9.2,0.0,0.0,0.01,0.01,380.0,380.0,6.6,6.6,2.0,2.0,9.1,9.1,Good,Good
SNS-024,Park,2026-01-16,SNS-024,SNS-024,Park,Park,26.4,32.4,45.8,47.3,0.9,16.9,0.0,0.0,0.1,0.79,380.0,474.8,15.9,46.1,2.0,32.8,5.0,58.7,Good,Moderate
SNS-024,Park,2026-01-21,SNS-024,SNS-024,Park,Park,26.8,28.1,41.2,46.5,0.6,3.3,0.0,0.0,0.04,0.7,399.6,466.3,7.4,39.2,7.9,24.0,9.4,37.6,Good,Moderate
SNS-024,Park,2026-01-26,SNS-024,SNS-024,Park,Park,28.6,32.6,37.3,53.0,1.1,7.6,0.0,0.0,0.04,0.43,380.0,429.6,9.9,28.2,2.0,9.8,5.0,14.2,Good,Good
SNS-024,Park,2026-01-31,SNS-024,SNS-024,Park,Park,27.3,27.3,42.7,42.7,0.6,0.6,0.0,0.0,0.03,0.03,402.7,402.7,19.9,19.9,5.5,5.5,7.2,7.2,Good,Good
SNS-024,Park,2026-02-05,SNS-024,SNS-024,Park,Park,31.3,31.3,40.7,40.7,2.5,2.5,0.0,0.0,0.17,0.17,401.1,401.1,18.1,18.1,4.4,4.4,5.8,5.8,Good,Good
SNS-024,Park,2026-02-10,SNS-024,SNS-024,Park,Park,28.4,28.4,51.7,51.7,3.6,3.6,0.0,0.0,0.02,0.02,380.0,380.0,11.5,11.5,2.0,2.0,5.0,5.0,Good,Good
SNS-024,Park,2026-02-15,SNS-024,SNS-024,Park,Park,29.0,34.8,38.1,54.8,0.8,7.2,0.0,1.0,0.1,0.87,406.0,472.6,20.8,52.9,2.0,35.3,5.0,56.1,Good,Unhealthy for Sensitive
SNS-024,Park,2026-02-20,SNS-024,SNS-024,Park,Park,26.5,26.5,44.5,44.5,2.7,2.7,0.0,0.0,0.48,0.48,459.6,459.6,29.7,29.7,15.8,15.8,24.8,24.8,Moderate,Moderate
SNS-024,Park,2026-02-25,SNS-024,SNS-024,Park,Park,29.0,32.0,53.1,57.9,1.0,10.2,0.0,1.0,0.17,0.84,413.2,445.5,8.5,39.6,2.0,14.6,5.0,17.9,Good,Moderate
SNS-024,Park,2026-03-02,SNS-024,SNS-024,Park,Park,27.7,31.9,46.1,57.6,2.2,3.2,0.0,5.0,0.11,0.15,386.1,411.1,14.3,20.9,2.0,15.4,16.8,28.8,Good,Moderate
SNS-024,Park,2026-03-07,SNS-024,SNS-024,Park,Park,27.5,28.6,56.9,57.6,2.0,4.9,0.0,0.0,0.57,0.85,428.8,489.0,26.9,43.4,12.2,25.6,19.3,34.7,Moderate,Moderate
SNS-024,Park,2026-03-12,SNS-024,SNS-024,Park,Park,27.6,27.6,57.5,57.5,3.2,3.2,0.0,0.0,0.42,0.42,417.7,417.7,24.9,24.9,5.1,5.1,5.0,5.0,Good,Good
SNS-024,Park,2026-03-17,SNS-024,SNS-024,Park,Park,29.5,29.5,47.1,47.1,3.2,3.2,0.0,0.0,0.2,0.2,397.5,397.5,11.2,11.2,9.0,9.0,17.6,17.6,Good,Good
SNS-024,Park,2026-03-22,SNS-024,SNS-024,Park,Park,26.5,26.5,54.9,54.9,4.1,4.1,0.0,0.0,0.99,0.99,489.2,489.2,55.7,55.7,36.6,36.6,59.6,59.6,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-024,Park,2026-03-27,SNS-024,SNS-024,Park,Park,28.3,28.3,55.2,55.2,2.6,2.6,0.0,0.0,0.08,0.08,396.1,396.1,10.6,10.6,2.0,2.0,5.0,5.0,Good,Good
SNS-024,Park,2026-04-01,SNS-024,SNS-024,Park,Park,25.5,27.1,58.1,65.2,2.2,3.9,0.0,1.0,0.36,0.93,402.4,482.6,22.8,60.6,8.7,31.7,8.9,46.3,Good,Moderate
SNS-024,Park,2026-04-06,SNS-024,SNS-024,Park,Park,22.3,30.0,50.8,58.3,4.1,6.4,0.0,0.0,0.01,0.05,380.0,387.5,0.7,14.3,2.0,2.0,5.0,13.6,Good,Good
SNS-024,Park,2026-04-11,,,,,,,,,,,,,,,,,,,,,,,,
SNS-024,Park,2026-04-16,SNS-024,SNS-024,Park,Park,23.4,25.7,54.8,57.1,1.5,6.4,0.0,0.0,0.58,0.72,438.0,456.6,34.0,34.9,11.4,12.2,17.3,26.9,Good,Moderate
SNS-024,Park,2026-04-21,SNS-024,SNS-024,Park,Park,19.7,24.8,61.9,66.8,2.2,3.3,0.0,5.0,0.38,0.89,416.8,480.5,24.1,46.5,11.9,23.0,19.4,28.2,Good,Moderate
SNS-024,Park,2026-04-26,SNS-024,SNS-024,Park,Park,23.2,25.9,59.4,64.9,2.5,4.5,0.0,0.0,0.16,0.6,404.4,428.5,7.4,33.2,2.0,15.6,5.0,22.3,Good,Moderate
SNS-024,Park,2026-05-01,SNS-024,SNS-024,Park,Park,22.0,27.7,56.4,71.2,2.5,6.0,0.0,0.0,0.03,0.71,385.4,437.5,15.2,47.9,7.7,13.3,10.5,19.3,Good,Moderate
SNS-024,Park,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,
SNS-024,Park,2026-05-11,SNS-024,SNS-024,Park,Park,18.5,21.0,58.4,65.6,1.9,5.4,0.0,0.0,0.09,0.8,385.5,479.1,12.2,44.8,2.0,28.1,8.0,51.3,Good,Moderate
SNS-024,Park,2026-05-16,,,,,,,,,,,,,,,,,,,,,,,,
SNS-024,Park,2026-05-21,SNS-024,SNS-024,Park,Park,19.9,23.5,60.0,68.5,1.4,6.7,0.0,0.0,0.32,0.92,410.2,461.2,19.1,47.0,2.0,22.5,5.0,36.3,Good,Moderate
SNS-024,Park,2026-05-26,SNS-024,SNS-024,Park,Park,18.8,21.1,52.8,70.6,2.6,6.8,0.0,0.0,0.1,0.94,380.0,467.3,14.5,51.8,2.0,20.9,7.8,26.1,Good,Moderate
SNS-024,Park,2026-05-31,SNS-024,SNS-024,Park,Park,18.5,24.5,66.6,71.0,1.1,8.1,0.0,0.0,0.41,0.75,398.3,479.7,25.4,41.4,5.4,21.7,5.0,38.0,Good,Moderate
SNS-024,Park,2026-06-05,SNS-024,SNS-024,Park,Park,18.7,25.8,70.5,74.6,1.0,3.8,0.0,0.0,0.07,0.35,404.3,434.7,8.3,18.7,2.0,11.7,5.0,11.9,Good,Good
SNS-024,Park,2026-06-10,SNS-024,SNS-024,Park,Park,16.8,16.8,68.8,68.8,6.5,6.5,0.0,0.0,0.33,0.33,405.4,405.4,31.9,31.9,2.0,2.0,5.0,5.0,Good,Good
SNS-024,Park,2026-06-15,SNS-024,SNS-024,Park,Park,21.1,21.1,72.0,72.0,5.9,5.9,0.0,0.0,0.44,0.44,421.4,421.4,31.9,31.9,7.5,7.5,17.5,17.5,Good,Good
SNS-024,Park,2026-06-20,SNS-024,SNS-024,Park,Park,17.5,20.7,66.0,72.8,2.3,5.9,0.0,0.0,0.06,0.71,380.0,447.9,10.3,36.3,2.0,14.7,5.0,24.0,Good,Moderate
SNS-024,Park,2026-06-25,SNS-024,SNS-024,Park,Park,18.4,23.3,59.2,77.9,3.0,4.8,0.0,0.0,0.3,0.98,416.1,488.4,34.6,49.7,2.0,31.1,5.0,49.7,Good,Moderate
SNS-024,Park,2026-06-30,SNS-024,SNS-024,Park,Park,19.8,25.0,61.3,74.8,1.4,8.4,0.0,1.0,0.32,0.5,397.7,442.2,18.9,22.9,2.0,15.2,8.9,17.4,Good,Moderate
SNS-024,Park,2026-07-05,SNS-024,SNS-024,Park,Park,16.6,23.9,69.3,79.6,0.7,9.2,0.0,0.0,0.1,0.92,380.0,465.4,17.2,45.2,2.0,17.6,5.0,24.1,Good,Moderate
SNS-024,Park,2026-07-10,SNS-024,SNS-024,Park,Park,19.5,24.1,58.7,68.7,1.1,7.4,0.0,0.0,0.11,0.81,389.9,484.3,23.8,37.2,2.0,36.4,5.0,52.4,Good,Unhealthy for Sensitive
SNS-024,Park,2026-07-15,SNS-024,SNS-024,Park,Park,19.3,22.2,65.2,70.6,3.5,16.1,0.0,1.0,0.09,0.78,380.0,449.1,17.6,45.5,2.0,20.0,5.0,26.4,Good,Moderate
SNS-024,Park,2026-07-20,SNS-024,SNS-024,Park,Park,20.3,20.8,62.3,67.6,2.4,4.4,0.0,0.0,0.19,0.33,397.0,417.3,17.0,20.0,2.0,2.0,5.3,10.3,Good,Good
SNS-024,Park,2026-07-25,SNS-024,SNS-024,Park,Park,16.6,21.9,60.4,77.8,0.7,3.9,0.0,10.0,0.01,1.0,380.0,477.5,9.8,50.5,2.0,21.7,5.0,35.3,Good,Moderate
SNS-024,Park,2026-07-30,SNS-024,SNS-024,Park,Park,20.4,22.5,63.7,70.3,1.1,8.3,0.0,1.0,0.19,0.39,392.0,420.2,10.3,29.4,2.0,3.5,5.0,5.0,Good,Good
SNS-024,Park,2026-08-04,SNS-024,SNS-024,Park,Park,20.6,20.9,60.0,62.4,1.8,7.6,0.0,0.0,0.04,0.08,380.0,405.5,12.9,16.0,2.0,3.4,5.0,5.9,Good,Good
SNS-024,Park,2026-08-09,SNS-024,SNS-024,Park,Park,17.8,23.9,67.6,72.3,1.0,6.5,0.0,0.0,0.03,0.74,380.0,460.1,14.1,46.0,2.0,22.4,10.0,37.6,Good,Moderate
SNS-024,Park,2026-08-14,SNS-024,SNS-024,Park,Park,19.8,23.4,51.4,66.8,3.1,5.8,0.0,0.0,0.78,0.94,447.2,467.4,43.3,47.4,19.2,19.8,22.5,35.6,Moderate,Moderate
SNS-024,Park,2026-08-19,SNS-024,SNS-024,Park,Park,20.8,20.8,72.7,72.7,3.0,3.0,0.0,0.0,0.19,0.19,410.6,410.6,18.6,18.6,10.2,10.2,18.7,18.7,Good,Good
SNS-024,Park,2026-08-24,SNS-024,SNS-024,Park,Park,18.6,26.6,58.3,64.8,5.6,7.5,0.0,0.0,0.04,0.84,380.0,444.0,9.9,35.9,2.0,17.4,5.0,33.5,Good,Moderate
SNS-024,Park,2026-08-29,SNS-024,SNS-024,Park,Park,22.8,23.9,54.9,61.0,3.6,4.9,0.0,0.0,0.16,0.47,399.8,436.3,16.1,22.8,2.0,3.7,5.0,8.8,Good,Good
SNS-024,Park,2026-09-03,SNS-024,SNS-024,Park,Park,21.0,25.8,56.2,68.7,0.6,7.8,0.0,10.0,0.02,0.97,386.1,473.5,12.7,44.8,2.0,28.5,5.0,47.8,Good,Moderate
SNS-024,Park,2026-09-08,SNS-024,SNS-024,Park,Park,24.5,24.5,68.3,68.3,1.9,1.9,0.0,0.0,0.13,0.13,407.5,407.5,16.7,16.7,2.7,2.7,6.8,6.8,Good,Good
SNS-024,Park,2026-09-13,SNS-024,SNS-024,Park,Park,23.8,27.2,51.6,58.6,2.3,11.3,0.0,0.0,0.4,0.9,392.4,479.0,33.1,41.3,2.0,22.4,7.7,45.6,Good,Moderate
SNS-025,Industrial,2025-01-03,SNS-025,SNS-025,Industrial,Industrial,23.7,23.7,66.2,66.2,7.9,7.9,0.0,0.0,0.42,0.42,500.6,500.6,29.7,29.7,34.6,34.6,57.7,57.7,Moderate,Moderate
SNS-025,Industrial,2025-01-08,SNS-025,SNS-025,Industrial,Industrial,22.3,23.8,59.3,62.7,3.9,7.3,0.0,0.0,0.14,0.5,478.8,539.0,20.1,23.9,24.6,56.5,42.5,87.8,Moderate,Unhealthy
SNS-025,Industrial,2025-01-13,SNS-025,SNS-025,Industrial,Industrial,23.9,24.4,53.4,62.4,3.2,3.9,0.0,0.0,0.41,0.74,509.6,541.4,26.2,35.3,38.2,55.0,55.7,82.7,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-01-18,SNS-025,SNS-025,Industrial,Industrial,25.4,26.1,54.5,67.1,2.0,4.8,0.0,1.0,0.41,0.58,520.0,533.9,21.6,28.2,28.4,44.2,43.6,68.3,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-01-23,SNS-025,SNS-025,Industrial,Industrial,28.6,29.9,49.4,56.3,1.5,4.1,0.0,0.0,0.35,0.97,518.9,591.4,23.3,42.5,53.8,71.7,81.6,110.8,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-01-28,SNS-025,SNS-025,Industrial,Industrial,26.2,28.9,50.5,59.4,0.8,2.0,0.0,5.0,0.15,0.93,488.6,581.7,15.4,48.7,39.7,57.9,59.7,81.6,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-02-02,SNS-025,SNS-025,Industrial,Industrial,25.9,25.9,43.5,43.5,0.9,0.9,0.0,0.0,0.82,0.82,574.7,574.7,44.5,44.5,70.5,70.5,104.6,104.6,Unhealthy,Unhealthy
SNS-025,Industrial,2025-02-07,SNS-025,SNS-025,Industrial,Industrial,26.8,28.4,44.8,56.3,3.3,8.5,0.0,0.0,0.3,0.83,501.7,589.1,16.9,43.5,33.1,52.3,44.0,79.9,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-02-12,SNS-025,SNS-025,Industrial,Industrial,28.2,29.9,46.6,53.9,1.7,4.9,0.0,0.0,0.13,0.76,500.4,560.5,14.2,46.4,35.4,53.6,52.7,77.4,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-02-17,SNS-025,SNS-025,Industrial,Industrial,27.7,29.9,50.0,61.2,4.9,5.2,0.0,0.0,0.0,0.71,476.7,556.5,16.6,32.9,28.7,51.9,41.1,75.7,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-02-22,SNS-025,SNS-025,Industrial,Industrial,28.7,28.7,54.0,54.0,2.5,2.5,0.0,0.0,0.38,0.38,524.7,524.7,31.9,31.9,43.0,43.0,66.9,66.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-02-27,SNS-025,SNS-025,Industrial,Industrial,26.3,31.1,36.9,60.9,1.4,9.9,0.0,1.0,0.05,0.99,481.7,585.6,5.6,60.3,26.4,62.0,36.9,97.0,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-03-04,SNS-025,SNS-025,Industrial,Industrial,29.9,31.6,46.3,61.3,1.2,6.5,0.0,0.0,0.01,0.92,470.1,567.1,12.6,43.2,34.9,60.9,47.1,93.2,Moderate,Unhealthy
SNS-025,Industrial,2025-03-09,SNS-025,SNS-025,Industrial,Industrial,29.3,30.5,38.7,54.5,0.4,1.2,0.0,0.0,0.15,0.36,515.3,530.6,17.5,30.3,42.4,42.7,55.9,61.2,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-03-14,SNS-025,SNS-025,Industrial,Industrial,29.7,29.7,45.8,45.8,3.1,3.1,0.0,0.0,0.07,0.07,487.2,487.2,15.4,15.4,42.7,42.7,59.8,59.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-03-19,SNS-025,SNS-025,Industrial,Industrial,30.2,30.2,41.9,41.9,6.4,6.4,0.0,0.0,0.02,0.02,465.9,465.9,5.9,5.9,30.3,30.3,45.7,45.7,Moderate,Moderate
SNS-025,Industrial,2025-03-24,SNS-025,SNS-025,Industrial,Industrial,28.8,28.8,49.0,49.0,6.6,6.6,0.0,0.0,0.13,0.13,463.2,463.2,25.8,25.8,33.7,33.7,51.7,51.7,Moderate,Moderate
SNS-025,Industrial,2025-03-29,SNS-025,SNS-025,Industrial,Industrial,27.5,27.6,50.2,55.2,1.8,4.2,0.0,0.0,0.39,0.45,517.3,518.4,25.1,26.4,43.0,45.1,61.9,67.7,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-04-03,SNS-025,SNS-025,Industrial,Industrial,25.7,34.2,47.2,55.1,3.1,3.3,0.0,0.0,0.36,0.81,526.6,564.2,20.5,43.5,42.2,59.3,70.7,88.9,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-04-08,SNS-025,SNS-025,Industrial,Industrial,28.8,30.7,44.1,46.6,4.3,7.2,0.0,0.0,0.32,0.57,518.3,526.4,25.5,38.2,39.7,50.2,69.0,71.6,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-04-13,SNS-025,SNS-025,Industrial,Industrial,27.6,32.3,46.3,52.8,2.1,6.0,0.0,0.0,0.13,0.96,503.2,589.8,16.7,49.9,41.4,64.9,66.8,97.0,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-04-18,SNS-025,SNS-025,Industrial,Industrial,28.2,31.3,55.5,64.4,0.4,8.5,0.0,0.0,0.54,0.88,532.1,579.0,38.5,44.6,47.3,67.2,74.8,97.5,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-04-23,SNS-025,SNS-025,Industrial,Industrial,24.6,30.3,60.1,60.2,4.3,9.3,0.0,0.0,0.47,0.6,503.4,526.3,35.9,37.1,42.9,45.3,66.9,69.2,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-04-28,SNS-025,SNS-025,Industrial,Industrial,29.5,29.5,52.1,52.1,8.4,8.4,0.0,0.0,0.54,0.54,497.4,497.4,24.4,24.4,33.6,33.6,57.7,57.7,Moderate,Moderate
SNS-025,Industrial,2025-05-03,SNS-025,SNS-025,Industrial,Industrial,29.0,29.0,59.0,59.0,5.4,5.4,0.0,0.0,0.18,0.18,466.6,466.6,16.9,16.9,32.5,32.5,50.3,50.3,Moderate,Moderate
SNS-025,Industrial,2025-05-08,SNS-025,SNS-025,Industrial,Industrial,24.6,24.6,55.7,55.7,4.6,4.6,0.0,0.0,0.36,0.36,507.2,507.2,18.8,18.8,40.3,40.3,48.9,48.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-05-13,SNS-025,SNS-025,Industrial,Industrial,26.2,31.4,51.3,52.8,5.1,12.1,0.0,0.0,0.08,0.17,448.5,502.2,15.1,18.4,23.0,38.8,29.8,61.9,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-05-18,SNS-025,SNS-025,Industrial,Industrial,25.7,27.5,55.1,60.9,1.4,7.4,0.0,0.0,0.45,0.74,506.6,571.1,29.4,41.9,40.9,63.3,63.4,88.1,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-05-23,SNS-025,SNS-025,Industrial,Industrial,24.3,27.9,39.6,61.1,3.4,4.5,0.0,0.0,0.05,0.87,480.3,560.8,11.4,50.7,30.8,51.9,46.8,82.6,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,
SNS-025,Industrial,2025-06-02,SNS-025,SNS-025,Industrial,Industrial,23.3,24.2,56.0,56.9,3.1,3.3,0.0,0.0,0.42,0.79,519.5,565.7,32.1,48.3,43.6,55.4,69.8,84.9,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-06-07,SNS-025,SNS-025,Industrial,Industrial,22.2,24.8,56.9,66.1,1.8,11.7,0.0,0.0,0.08,0.49,495.5,528.6,17.3,32.5,30.1,46.0,47.1,68.7,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-06-12,SNS-025,SNS-025,Industrial,Industrial,23.3,23.6,55.6,62.2,0.7,4.6,0.0,1.0,0.43,0.93,528.4,567.3,31.4,46.9,33.9,50.9,47.0,75.8,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-06-17,SNS-025,SNS-025,Industrial,Industrial,21.2,24.3,63.2,71.5,3.7,7.6,0.0,0.0,0.06,0.71,486.8,536.7,7.1,39.2,28.1,44.4,42.8,65.1,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-06-22,SNS-025,SNS-025,Industrial,Industrial,21.0,25.9,62.8,66.1,0.8,6.0,0.0,0.0,0.16,1.0,513.4,572.5,13.2,50.8,37.4,62.4,46.6,95.2,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-06-27,SNS-025,SNS-025,Industrial,Industrial,29.3,29.3,59.2,59.2,1.7,1.7,0.0,0.0,0.76,0.76,583.6,583.6,38.4,38.4,57.9,57.9,89.4,89.4,Unhealthy,Unhealthy
SNS-025,Industrial,2025-07-02,SNS-025,SNS-025,Industrial,Industrial,23.3,23.3,77.7,77.7,2.2,2.2,0.0,0.0,0.14,0.14,492.2,492.2,14.9,14.9,40.6,40.6,66.4,66.4,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-07-07,SNS-025,SNS-025,Industrial,Industrial,20.5,21.5,60.4,70.3,2.8,4.9,0.0,0.0,0.17,0.4,490.5,533.1,22.0,28.8,32.5,49.4,49.7,79.8,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-07-12,SNS-025,SNS-025,Industrial,Industrial,21.9,21.9,70.0,70.0,1.5,1.5,0.0,0.0,0.09,0.09,491.3,491.3,26.4,26.4,41.8,41.8,69.0,69.0,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-025,Industrial,2025-07-17,SNS-025,SNS-025,Industrial,Industrial,17.8,22.3,63.9,65.2,0.9,6.9,0.0,10.0,0.85,0.97,534.7,589.1,43.9,48.7,24.8,69.0,36.4,106.8,Moderate,Unhealthy
SNS-025,Industrial,2025-07-22,SNS-025,SNS-025,Industrial,Industrial,21.0,22.7,62.9,71.7,1.3,5.7,0.0,0.0,0.42,0.87,501.2,567.3,17.4,38.3,43.4,67.3,59.9,104.4,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-07-27,SNS-025,SNS-025,Industrial,Industrial,17.5,22.9,66.5,75.0,2.5,4.4,0.0,1.0,0.15,0.97,501.9,580.8,14.4,54.3,21.8,58.8,31.1,94.7,Moderate,Unhealthy
SNS-025,Industrial,2025-08-01,SNS-025,SNS-025,Industrial,Industrial,14.8,21.5,67.1,73.0,3.0,6.2,0.0,0.0,0.16,0.5,486.8,533.3,20.6,31.4,32.3,41.7,48.7,55.8,Moderate,Unhealthy for Sensitive
SNS-025,Industrial,2025-08-06,SNS-025,SNS-025,Industrial,Industrial,23.8,23.8,71.4,71.4,5.1,5.1,1.0,1.0,0.48,0.48,525.9,525.9,28.8,28.8,28.5,28.5,40.8,40.8,Moderate,Moderate
SNS-025,Industrial,2025-08-11,SNS-025,SNS-025,Industrial,Industrial,19.4,20.7,65.8,73.1,1.4,2.5,0.0,0.0,0.1,0.82,498.9,567.3,9.8,55.5,45.6,64.3,56.6,94.6,Unhealthy,Unhealthy for Sensitive
SNS-025,Industrial,2025-08-16,SNS-025,SNS-025,Industrial,Industrial,18.8,22.0,66.3,68.9,1.6,8.0,0.0,1.0,0.31,0.78,482.4,535.3,22.2,38.0,27.6,47.6,48.3,76.3,Moderate,Unhealthy for Sensitive
